72,83,F,1
72,85,F,21
72,89,F,5
73,65,F,6
73,66,F,3
73,67,F,7
73,68,F,20
73,69,F,5
73,70,F,3
73,71,F,2
73,74,F,1
73,75,F,6
73,76,F,44
73,77,F,20
73,78,F,43
73,79,F,7
73,81,F,1
73,82,F,38
73,83,F,54
73,84,F,23
73,86,F,34
73,87,F,1
73,88,F,2
73,89,F,10
73,90,F,23
74,65,F,674
74,69,F,286
74,72,F,7
74,73,F,49
74,76,F,3
74,78,F,4
74,79,F,250
74,85,F,111
74,89,F,2
75,65,F,670
75,67,F,1
75,69,F,338
75,72,F,61
75,73,F,177
75,74,F,2
75,76,F,17
75,79,F,69
75,82,F,84
75,83,F,2
75,85,F,7
75,87,F,2
75,89,F,87
76,65,F,529
76,69,F,258
76,73,F,228
76,76,F,7
76,79,F,172
76,84,F,1
76,85,F,118
76,89,F,86
77,65,F,1035
77,67,F,35
77,69,F,249
77,73,F,296
77,75,F,1
77,76,F,1
77,79,F,122
77,85,F,29
77,89,F,76
78,65,F,337
78,68,F,3
78,69,F,106
78,71,F,7
78,72,F,5
78,73,F,145
78,74,F,1
78,78,F,1
78,79,F,86
78,85,F,16
78,89,F,50
78,90,F,1
79,65,F,8
79,66,F,3
79,67,F,7
79,68,F,26
79,70,F,3
79,71,F,1
79,72,F,2
79,75,F,5
79,76,F,42
79,77,F,13
79,78,F,22
79,79,F,1
79,80,F,7
79,82,F,44
79,83,F,8
79,84,F,11
79,85,F,3
79,86,F,11
79,87,F,1
79,89,F,2
79,90,F,6
80,65,F,136
80,69,F,79
80,72,F,25
80,73,F,18
80,76,F,3
80,79,F,30
80,82,F,55
80,85,F,7
80,89,F,1
81,65,F,1
81,73,F,1
81,85,F,52
82,65,F,244
82,69,F,156
82,72,F,34
82,73,F,77
82,79,F,262
82,85,F,70
82,89,F,32
83,65,F,369
83,67,F,17
83,69,F,119
83,72,F,826
83,73,F,103
83,75,F,26
83,76,F,3
83,77,F,5
83,78,F,4
83,79,F,101
83,80,F,8
83,82,F,11
83,84,F,84
83,85,F,128
83,86,F,2
83,87,F,9
83,89,F,50
84,65,F,408
84,69,F,185
84,72,F,52
84,73,F,114
84,75,F,2
84,78,F,1
84,79,F,99
84,82,F,109
84,83,F,12
84,85,F,17
84,86,F,1
84,87,F,7
84,89,F,81
84,90,F,11
85,68,F,2
85,73,F,1
85,76,F,6
85,77,F,4
85,78,F,8
85,82,F,5
85,84,F,1
85,89,F,1
85,90,F,1
86,65,F,96
86,69,F,117
86,73,F,105
86,76,F,1
86,79,F,16
86,82,F,1
86,85,F,1
86,89,F,3
87,65,F,40
87,69,F,25
87,72,F,8
87,73,F,64
87,76,F,1
87,79,F,3
87,82,F,5
87,89,F,21
88,65,F,11
88,67,F,1
88,69,F,4
88,73,F,17
88,79,F,8
88,85,F,2
88,89,F,4
89,65,F,175
89,68,F,1
89,69,F,43
89,73,F,22
89,76,F,2
89,77,F,1
89,78,F,2
89,79,F,53
89,83,F,7
89,84,F,1
89,85,F,58
89,86,F,9
89,90,F,3
90,65,F,141
90,69,F,51
90,72,F,4
90,73,F,34
90,76,F,2
90,78,F,1
90,79,F,36
90,85,F,25
90,89,F,26
