OR,97391,NE Sturdevant,78,69,32,Rd,Toledo,81,1
OR,97394,S Crestline,83,32,67,Dr,Waldport,145,1
OR,97396,NE Oaken Hills,78,69,32,Dr,Willamina,76,1
OR,97420,S 10th,83,32,49,St,Coos Bay,11,5
OR,97456,Dragon,68,82,65,Dr,Monroe,18,1
OR,97465,Tichenor,84,73,67,St,Port Orford,33,1
OR,97470,NE Kenneth Ford,78,69,32,Dr,Roseburg,70,1
OR,97470,W Madrone,87,32,77,St,Roseburg,308,1
OR,97496,NE Main,78,69,32,St,Winston,73,1
RI,02840,John H Chafee,74,79,72,Blvd,Newport,39,1
RI,02852,Callahan,67,65,76,Rd,North Kingstown,238,1
RI,02857,Village Plaza,86,73,76,Way,Scituate,103,1
RI,02886,Buttonwoods,66,85,84,Ave,Warwick,137,1
RI,02893,Webster Knight,87,69,66,Dr,West Warwick,60,1
RI,02895,John A Cummings,74,79,72,Way,Woonsocket,36,1
RI,02905,Allens,65,76,76,Ave,Providence,147,1
RI,02905,Public,80,85,66,St,Providence,11,1
RI,02910,Doric,68,79,82,Ave,Cranston,132,1
RI,02915,Bullocks Point,66,85,76,Ave,Riverside,94,1
RI,02920,Cranston,67,82,65,St,Cranston,32,2
OK,74129,E 21st,69,32,50,St,Tulsa,49,2
OK,74365,E Ferry,69,32,70,St,Salina,217,1
OK,74369,S Commercial,83,32,67,St,Welch,140,1
OK,74401,N 32nd,78,32,51,St,Muskogee,90,1
OK,74403,S York,83,32,89,St,Muskogee,360,1
OK,74426,W Spaulding,87,32,83,St,Checotah,388,1
OK,74437,E Shurden Industrial,69,32,83,Blvd,Henryetta,344,1
OK,74501,E Creek,69,32,67,Ave,Mcalester,202,1
OK,74536,N Lawson,78,32,76,Blvd,Clayton,261,1
OK,74728,Battiest Pickens,66,65,84,Rd,Broken Bow,239,1
OK,74745,S Indian,83,32,73,Rd,Idabel,224,1
OK,74884,N Mekusukey,78,32,77,Ave,Wewoka,286,1
OK,74955,S Kerr,83,32,75,Blvd,Sallisaw,231,1
OK,74965,Buffington,66,85,70,Rd,Westville,86,1
MA,01852,Father Morissette,70,65,84,Blvd,Lowell,147,1
MA,01902,Buffum,66,85,70,St,Lynn,87,1
MA,01902,Collins Street,67,79,76,Ter,Lynn,189,1
MA,01902,Friend,70,82,73,St,Lynn,83,1
MA,01902,Goodridge,71,79,79,St,Lynn,74,1
MA,01905,Ocallaghan,79,67,65,Way,Lynn,7,1
MA,01970,Liberty Hill,76,73,66,Ave,Salem,28,2
MA,01970,Willson,87,73,76,St,Salem,148,1
MA,02045,George Washington,71,69,79,Blvd,Hull,53,1
MA,02114,Bowker,66,79,87,St,Boston,162,1
MA,02114,Fruit,70,82,85,St,Boston,99,1
MA,02114,Staniford,83,84,65,St,Boston,152,1
MA,02118,Shawmut,83,72,65,Ave,Boston,121,1
MA,02119,Dimock,68,73,77,St,Roxbury,54,1
MA,02119,Eustis,69,85,83,St,Roxbury,12,1
MA,02122,Minot,77,73,78,St,Dorchester,164,1
MA,02122,Neponset,78,69,80,Ave,Dorchester,100,1
MA,02124,Fabyan,70,65,66,St,Dorchester,58,1
MA,02124,Peacevale,80,69,65,Rd,Dorchester,65,1
MA,02125,Cushing,67,85,83,Ave,Dorchester,48,1
GA,31707,N Westover,78,32,87,Blvd,Albany,413,1
